P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,Carrera_Target,Satisfaccion,Tipo_Dato
d,a,e,d,e,a,d,d,d,d,a,d,d,a,d,b,d,d,a,c,Administración,4,Real
d,d,d,c,d,a,d,a,a,a,d,c,d,d,d,d,d,d,a,b,Administración,3,Real
e,d,c,a,d,d,a,d,a,a,d,d,a,d,e,a,d,d,b,d,Administración,3,Real
d,a,d,d,a,a,d,a,b,a,e,d,d,e,d,a,a,d,d,d,Administración,5,Real
c,a,d,a,a,d,d,d,d,d,d,d,e,d,b,d,d,d,d,d,Administración,5,Real
d,d,d,a,d,a,b,d,d,e,d,d,d,d,d,b,d,d,d,d,Administración,5,Real
b,d,d,d,d,d,a,b,b,a,a,d,d,d,d,d,d,d,a,c,Administración,5,Real
a,d,e,a,a,d,d,e,d,d,d,d,d,d,d,c,d,d,c,d,Administración,5,Real
a,d,d,d,d,d,d,d,d,d,a,a,d,d,d,a,d,a,a,d,Administración,5,Real
d,d,d,a,d,a,d,a,d,a,d,d,a,a,a,d,c,d,d,d,Administración,5,Real
d,e,d,d,a,d,d,d,d,d,d,a,d,d,a,d,d,d,a,d,Administración,3,Real
d,d,d,a,b,a,d,d,a,e,d,d,a,d,a,d,b,a,d,c,Administración,5,Real
a,d,a,c,c,a,d,a,d,d,e,a,d,b,d,e,e,d,d,a,Administración,5,Real
d,a,d,d,d,d,d,d,a,d,d,d,d,c,e,d,d,d,d,d,Administración,5,Real
d,a,d,b,d,a,d,d,d,a,d,e,d,d,d,d,a,d,d,d,Administración,5,Real
a,d,d,a,d,d,d,d,d,e,d,a,d,d,a,a,d,d,d,d,Administración,4,Real
a,d,d,d,d,d,c,d,d,b,d,d,a,d,a,d,d,a,d,d,Administración,5,Real
c,d,a,d,e,d,d,d,a,d,d,d,d,a,b,a,d,a,b,d,Administración,4,Real
c,d,e,d,d,d,a,a,d,a,d,d,d,b,e,a,d,d,d,d,Administración,5,Real
d,d,d,d,b,d,a,d,d,d,d,d,e,a,d,d,b,d,d,d,Administración,4,Real
b,a,a,e,b,d,d,c,d,d,d,d,d,a,d,d,e,d,d,d,Administración,5,Real
d,d,d,d,b,d,d,a,d,a,d,a,d,a,d,b,d,d,a,d,Administración,5,Real
a,a,d,a,d,d,d,c,a,d,d,d,d,d,d,d,e,d,c,a,Administración,5,Real
c,d,d,d,a,a,d,b,a,a,d,d,e,b,d,d,b,a,d,b,Administración,5,Real
a,d,a,d,d,d,a,d,d,a,d,d,d,d,d,a,a,d,d,d,Administración,5,Real
d,a,d,b,c,c,a,d,d,a,a,d,d,d,a,d,a,d,d,a,Administración,5,Real
d,d,d,d,d,a,d,d,d,b,d,b,d,d,a,d,d,d,d,d,Administración,4,Real
b,a,d,a,d,d,d,a,a,a,a,e,d,d,e,a,d,d,d,a,Administración,4,Real
d,d,e,a,d,d,d,a,d,d,d,a,d,d,d,d,a,a,d,d,Administración,3,Real
e,d,e,d,d,d,d,d,c,d,d,a,d,d,a,e,d,e,d,d,Administración,4,Real
d,a,a,d,d,a,d,a,a,a,d,d,a,d,d,a,d,a,b,d,Administración,5,Real
b,d,d,d,a,d,a,d,d,b,b,d,d,d,d,d,a,d,d,d,Administración,4,Real
d,a,d,d,e,d,d,d,d,d,d,d,a,c,d,d,d,a,d,a,Administración,4,Real
d,d,a,d,a,e,a,b,d,e,d,d,a,d,d,d,d,d,d,d,Administración,5,Real
a,a,a,e,d,a,e,d,d,a,a,e,d,a,a,a,d,d,d,d,Administración,5,Real
a,d,d,e,d,a,d,d,b,d,d,a,a,d,d,d,d,a,a,d,Administración,5,Real
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,5,Real
d,a,e,d,d,d,d,d,d,d,a,a,a,d,d,d,d,a,e,d,Administración,3,Real
a,d,d,c,d,d,d,d,a,d,d,a,d,b,d,d,a,d,a,c,Administración,5,Real
d,c,d,b,d,d,a,d,d,a,e,d,d,d,a,d,d,a,d,d,Administración,4,Real
a,a,d,d,d,d,d,b,d,c,d,d,d,a,d,a,c,d,a,d,Administración,5,Real
a,d,c,d,a,d,d,a,c,a,d,a,a,e,a,d,a,a,a,d,Administración,5,Real
d,b,d,c,d,d,d,d,c,d,a,d,b,d,d,d,d,d,a,a,Administración,4,Real
d,d,d,a,a,a,d,c,d,d,d,d,d,d,d,d,d,d,d,d,Administración,5,Real
d,a,d,a,d,a,d,d,d,a,b,a,d,d,d,b,a,e,d,a,Administración,5,Real
d,e,b,e,a,d,a,a,d,a,a,d,a,d,d,a,d,b,b,d,Administración,4,Real
d,d,d,d,e,a,d,d,d,d,a,d,d,d,d,d,a,a,d,d,Administración,5,Real
d,d,d,a,d,a,a,b,a,a,d,d,b,d,a,d,a,c,d,d,Administración,4,Real
d,a,d,c,d,d,d,d,a,d,d,a,d,c,b,a,d,d,d,a,Administración,5,Real
d,a,d,d,a,d,d,d,e,d,a,d,d,d,d,b,d,a,d,d,Administración,4,Real
d,c,a,d,d,d,a,d,b,a,d,d,d,d,a,c,a,a,d,e,Administración,4,Real
d,a,d,c,e,d,a,d,d,d,d,a,c,d,d,a,c,d,a,d,Administración,4,Real
d,c,c,a,a,d,a,d,a,d,d,d,d,d,e,a,d,a,a,a,Administración,5,Real
d,a,d,d,d,a,d,a,d,d,e,b,d,d,d,d,d,d,d,d,Administración,4,Real
a,d,a,d,c,a,d,e,d,d,d,d,d,e,e,d,a,d,d,d,Administración,4,Real
a,a,a,a,d,a,a,a,d,c,b,a,e,a,a,d,d,c,a,a,Administración,3,Real
a,a,a,d,a,e,a,d,a,a,c,d,a,d,d,d,a,b,a,d,Administración,5,Real
a,a,a,d,d,d,d,b,d,d,d,d,a,d,d,d,d,d,d,b,Administración,5,Real
d,d,d,a,d,d,a,b,d,d,d,c,a,e,d,a,c,d,d,d,Administración,4,Real
d,a,d,a,a,d,d,a,d,a,d,d,d,c,a,d,a,d,a,d,Administración,4,Real
d,d,a,d,d,d,d,d,d,d,a,d,d,c,a,d,c,a,d,d,Administración,4,Real
d,b,d,d,d,d,d,d,d,d,d,d,c,d,d,d,d,d,d,a,Administración,3,Real
d,d,d,d,d,d,d,d,d,d,d,a,d,d,b,d,d,d,d,d,Administración,5,Real
d,c,d,a,d,c,a,d,a,d,d,a,d,d,d,c,a,c,a,d,Administración,5,Real
c,c,d,d,d,d,d,d,d,d,d,b,d,d,d,d,c,a,d,a,Administración,5,Real
a,d,e,a,d,d,d,d,b,d,c,d,e,a,d,a,d,a,d,d,Administración,5,Real
d,a,a,d,d,d,a,d,a,d,a,d,d,d,d,a,b,d,a,d,Administración,4,Real
d,a,a,d,d,a,d,a,d,d,a,d,d,d,a,a,e,d,a,d,Administración,5,Real
c,a,d,d,d,a,d,a,a,a,d,e,a,d,d,d,a,d,d,e,Administración,4,Real
d,d,d,a,d,d,d,d,d,d,d,a,c,b,e,d,a,a,d,d,Administración,4,Real
a,c,a,a,d,a,a,a,d,d,d,e,b,a,b,a,d,a,d,b,Administración,5,Real
d,a,d,e,d,d,d,d,d,b,e,d,a,d,d,d,d,d,d,d,Administración,5,Real
c,d,d,a,d,d,c,d,d,d,d,d,a,d,d,d,a,a,d,a,Administración,4,Real
a,a,a,d,d,c,d,d,d,d,d,a,d,b,d,a,c,a,a,a,Administración,4,Real
d,a,a,d,a,b,d,d,a,d,a,e,a,a,d,b,a,a,d,a,Administración,4,Real
c,a,d,d,e,d,a,d,d,d,a,c,d,a,d,d,d,d,d,d,Administración,4,Real
a,d,d,a,a,d,d,a,d,d,a,b,c,d,d,d,d,d,a,d,Administración,3,Real
c,a,d,d,d,a,a,c,a,d,d,d,d,d,d,a,d,a,d,d,Administración,3,Real
d,d,d,d,a,d,d,d,a,d,a,a,a,a,d,a,d,e,d,d,Administración,4,Real
d,a,d,a,d,d,d,a,d,d,a,d,d,a,a,d,c,b,d,b,Administración,5,Real
d,d,a,a,a,d,d,e,c,d,d,d,a,a,d,d,d,d,a,e,Administración,5,Real
a,d,a,a,d,d,a,c,d,b,b,c,c,d,d,d,c,a,a,a,Administración,4,Real
d,d,d,c,d,d,b,c,d,d,d,a,d,c,d,d,d,d,b,c,Administración,5,Real
d,d,a,d,d,b,d,d,d,d,d,d,c,d,a,a,a,d,d,a,Administración,5,Real
e,d,d,c,d,b,d,d,a,d,d,a,a,d,c,a,d,d,d,d,Administración,5,Real
a,d,d,c,d,d,a,a,d,d,c,b,d,d,a,d,d,d,e,a,Administración,5,Real
d,d,d,d,b,d,d,d,d,a,d,d,d,c,d,e,a,b,a,d,Administración,4,Real
e,d,d,d,d,b,e,a,d,d,c,a,d,d,c,d,d,d,d,c,Administración,5,Real
a,a,a,a,d,a,d,d,d,d,d,c,d,d,d,d,a,d,d,a,Administración,4,Real
d,e,d,d,d,a,a,d,d,a,c,d,d,d,a,a,c,d,c,d,Administración,4,Real
d,d,a,b,d,e,c,d,d,d,d,a,d,d,a,d,a,a,d,a,Administración,4,Real
d,d,d,d,b,a,d,d,a,a,a,d,d,d,d,a,d,d,a,d,Administración,4,Real
a,a,a,d,a,a,e,d,b,d,d,d,d,a,b,d,d,d,c,a,Administración,3,Real
a,d,e,a,d,d,a,d,d,d,d,d,a,d,a,d,d,d,a,d,Administración,3,Real
b,d,d,d,d,a,d,d,d,d,d,d,d,a,e,a,d,c,a,c,Administración,5,Real
d,d,d,d,a,d,c,a,b,a,d,d,a,d,e,d,d,a,a,d,Administración,5,Real
a,a,d,d,a,d,c,d,d,e,d,b,d,d,d,a,d,a,d,a,Administración,4,Real
a,a,d,d,d,d,a,d,e,d,d,d,d,b,a,d,d,d,d,d,Administración,3,Real
d,a,a,d,e,d,a,d,a,d,a,d,d,d,b,d,d,b,e,d,Administración,5,Real
c,d,d,c,d,d,a,d,c,d,d,b,d,d,d,d,d,c,a,a,Administración,3,Real
d,e,d,b,d,b,d,d,d,d,d,d,d,d,d,c,d,d,d,d,Administración,4,Real
c,a,a,d,d,b,a,a,d,b,d,d,d,d,a,d,d,d,d,d,Administración,5,Real
d,c,e,d,a,b,d,d,d,d,d,a,d,a,d,a,a,a,d,a,Administración,5,Real
c,d,d,a,d,c,d,a,a,a,d,d,d,a,d,d,d,d,d,d,Administración,4,Real
a,d,d,a,d,e,d,e,a,a,a,d,d,a,e,d,a,d,d,d,Administración,5,Real
a,d,e,e,a,d,a,d,d,d,d,d,e,c,d,d,d,c,d,d,Administración,5,Real
c,d,d,d,d,b,d,d,d,b,d,a,d,a,a,d,d,a,d,d,Administración,3,Real
d,d,d,d,b,d,a,e,a,d,d,d,a,a,a,a,d,d,d,d,Administración,5,Real
d,a,d,e,a,e,a,a,d,d,d,d,c,a,d,d,e,d,a,d,Administración,5,Real
d,d,e,c,d,d,d,d,c,d,d,d,a,e,d,b,d,d,d,d,Administración,5,Real
d,d,a,b,a,a,d,d,d,d,d,a,d,d,a,a,a,a,d,d,Administración,4,Real
a,d,d,d,d,a,d,d,d,d,d,d,d,d,a,d,d,d,b,d,Administración,5,Real
d,a,d,a,a,d,d,d,a,c,a,d,d,d,d,c,d,e,d,d,Administración,5,Real
d,c,d,d,d,b,d,a,d,a,d,d,d,d,d,d,d,d,e,d,Administración,5,Real
d,c,a,a,d,d,d,a,a,d,a,a,d,d,a,a,a,d,a,d,Administración,5,Real
d,d,a,b,d,d,d,d,d,d,a,d,b,d,d,d,a,d,a,a,Administración,4,Real
a,d,a,a,d,d,d,b,d,d,a,a,d,e,d,d,a,a,a,a,Administración,5,Real
d,d,d,b,d,d,d,d,a,a,d,d,b,d,d,d,d,d,a,b,Administración,4,Real
d,d,d,d,d,a,d,a,d,d,d,d,a,d,d,d,a,d,b,d,Administración,5,Real
d,a,b,b,d,e,d,b,d,a,a,d,b,a,d,d,d,d,d,d,Administración,5,Real
a,a,d,b,a,d,d,a,d,d,d,d,d,a,d,d,d,d,d,d,Administración,5,Real
d,d,d,a,a,d,d,d,d,d,d,a,d,d,d,a,a,a,d,d,Administración,4,Real
a,a,d,c,d,d,d,a,d,d,d,d,d,d,d,d,d,a,e,d,Administración,4,Real
d,a,e,a,d,d,d,d,d,a,d,a,d,d,d,d,d,d,d,e,Administración,4,Real
b,d,d,d,a,d,e,d,a,d,d,c,d,d,d,d,a,d,d,a,Administración,5,Real
d,d,d,d,e,d,d,d,d,d,d,c,e,d,d,d,d,d,e,d,Administración,5,Real
b,d,a,d,d,a,d,a,c,c,d,a,d,d,e,d,a,a,d,c,Administración,5,Real
a,d,e,d,d,c,a,d,d,d,d,d,b,d,a,d,d,d,d,d,Administración,5,Real
d,d,b,a,a,d,d,a,d,c,d,a,d,d,d,d,e,a,d,e,Administración,4,Real
a,d,a,a,d,a,a,d,d,d,d,a,d,a,d,d,e,a,d,b,Administración,5,Real
d,d,a,d,c,d,d,d,d,a,d,d,a,d,d,a,d,d,b,d,Administración,3,Real
a,d,d,a,d,d,d,d,d,a,d,d,a,a,d,d,d,a,d,d,Administración,4,Real
d,a,d,d,a,a,d,d,d,d,d,d,c,c,d,d,d,a,d,d,Administración,5,Real
d,d,d,a,c,c,e,d,a,a,b,c,a,c,d,b,b,d,d,d,Administración,5,Real
a,a,a,a,d,e,c,d,a,d,e,d,b,d,d,a,d,d,a,d,Administración,5,Real
d,d,a,b,a,d,a,b,c,d,d,a,a,d,d,d,a,d,c,d,Administración,4,Real
d,d,d,d,b,d,d,a,a,c,d,e,a,d,a,d,d,b,e,d,Administración,5,Real
d,a,b,d,d,b,a,d,a,a,a,a,d,d,d,d,d,a,a,d,Administración,4,Real
d,d,d,d,d,c,d,d,d,d,a,d,d,a,d,a,e,d,e,d,Administración,4,Real
d,c,d,d,b,a,d,a,d,d,d,d,d,d,b,d,a,c,d,e,Administración,4,Real
d,d,d,a,d,d,a,a,c,a,a,d,d,d,a,d,a,d,d,d,Administración,4,Real
a,d,d,d,c,b,d,d,d,d,a,a,d,d,a,d,d,d,a,d,Administración,5,Real
d,a,d,d,d,a,c,d,a,b,d,d,c,d,d,d,d,c,a,d,Administración,5,Real
c,c,d,d,a,a,d,d,a,d,d,a,d,d,e,a,d,a,d,c,Administración,4,Real
b,a,a,d,d,d,d,d,e,a,d,a,b,d,d,d,d,d,d,d,Administración,4,Real
a,d,d,d,a,d,d,a,d,d,d,d,d,c,d,a,e,a,d,a,Administración,4,Real
d,e,d,d,d,a,d,d,a,d,d,a,d,a,e,d,d,d,d,e,Administración,4,Real
a,a,d,d,d,d,d,d,d,d,d,d,b,a,a,d,b,d,d,b,Administración,5,Real
d,d,a,d,d,a,d,d,d,a,d,a,d,d,a,b,d,d,d,a,Administración,5,Real
a,d,c,b,a,d,a,d,d,d,d,a,d,c,d,a,d,d,d,d,Administración,3,Real
d,d,b,d,d,c,a,d,d,a,d,d,d,a,d,d,d,e,d,d,Administración,4,Real
a,d,e,a,d,d,d,d,d,a,d,d,d,d,a,d,d,d,e,d,Administración,4,Real
d,e,b,a,d,c,d,d,d,d,d,d,a,d,c,d,d,a,a,e,Administración,5,Real
d,e,d,a,c,b,a,d,d,e,d,d,d,a,b,d,d,d,a,a,Administración,4,Real
d,b,d,d,d,d,d,a,d,d,d,d,d,c,d,a,d,a,a,a,Administración,4,Real
a,d,c,d,d,a,d,d,d,d,d,d,a,d,d,d,d,a,a,a,Administración,5,Real
a,d,a,b,d,d,b,d,d,b,d,d,a,d,d,a,d,d,d,b,Administración,5,Real
d,a,d,d,d,d,a,d,e,d,d,a,a,d,a,d,d,b,a,a,Administración,4,Real
d,d,d,d,d,e,e,d,d,e,d,e,d,d,e,d,e,d,e,e,Contaduría,4,Real
d,e,d,d,d,d,e,e,d,d,d,d,e,d,d,e,e,e,d,d,Contaduría,5,Real
b,e,e,d,d,d,e,a,b,d,d,d,d,d,c,d,d,e,d,a,Contaduría,4,Real
e,d,d,d,e,e,d,e,d,d,a,e,e,d,d,d,b,e,d,a,Contaduría,5,Real
b,e,d,d,e,d,d,d,d,d,a,d,d,c,c,d,d,d,d,d,Contaduría,3,Real
e,d,d,e,c,d,e,e,e,e,e,d,e,d,d,d,d,d,e,d,Contaduría,4,Real
d,d,e,d,c,e,e,d,d,d,d,d,d,d,e,d,d,d,d,c,Contaduría,3,Real
d,d,d,d,d,e,d,d,d,e,e,d,d,e,d,d,d,d,e,e,Contaduría,5,Real
e,a,d,d,e,d,d,d,d,d,d,a,d,d,e,d,c,d,e,e,Contaduría,5,Real
d,e,e,d,d,e,e,e,d,d,b,d,d,d,d,e,e,b,d,d,Contaduría,3,Real
a,e,d,e,d,d,d,a,d,d,d,a,d,d,a,d,d,d,e,d,Contaduría,3,Real
d,d,d,e,d,d,d,d,a,b,e,b,d,d,e,d,a,d,c,a,Contaduría,3,Real
d,d,d,d,a,d,d,d,d,a,d,c,e,e,d,b,e,b,e,e,Contaduría,3,Real
d,e,d,b,e,e,d,e,d,d,e,c,b,d,e,d,d,e,d,d,Contaduría,5,Real
d,d,d,d,d,d,e,d,d,e,d,d,e,e,d,d,e,d,b,d,Contaduría,5,Real
d,e,d,d,d,e,e,e,e,d,e,d,b,b,d,e,d,e,e,e,Contaduría,4,Real
a,c,e,d,c,d,d,d,d,e,d,b,d,e,d,d,d,d,e,d,Contaduría,4,Real
d,d,d,d,e,d,d,d,c,d,d,d,d,e,d,d,d,e,d,d,Contaduría,4,Real
e,d,c,b,d,d,a,d,e,d,d,d,e,d,d,d,c,d,d,d,Contaduría,4,Real
d,e,d,e,d,d,e,e,d,e,e,d,e,d,d,d,d,d,d,d,Contaduría,4,Real
d,c,e,a,d,d,a,d,e,e,d,b,d,d,d,e,b,d,d,e,Contaduría,5,Real
e,d,d,d,d,e,d,d,d,d,d,d,d,d,e,d,a,d,d,d,Contaduría,4,Real
e,d,d,e,e,d,d,d,d,d,c,e,e,e,d,d,d,d,d,d,Contaduría,4,Real
e,e,d,d,d,d,d,a,d,e,e,d,e,b,d,e,d,d,a,d,Contaduría,5,Real
d,d,d,e,e,d,d,e,e,d,c,e,d,d,a,e,b,e,e,d,Contaduría,5,Real
d,d,d,d,d,e,a,e,e,e,d,b,d,b,c,d,e,d,e,d,Contaduría,5,Real
a,e,d,d,e,d,d,d,d,e,d,d,d,d,e,e,d,d,d,d,Contaduría,4,Real
d,d,b,d,d,d,b,d,d,d,d,d,d,d,a,d,e,d,d,d,Contaduría,5,Real
d,d,d,d,d,d,d,d,e,c,d,d,d,c,d,b,e,d,d,d,Contaduría,5,Real
e,d,d,d,d,d,d,e,a,e,e,d,a,d,e,d,e,d,d,d,Contaduría,4,Real
d,e,e,d,d,a,b,d,d,e,d,e,e,d,d,d,d,b,d,d,Contaduría,4,Real
e,d,d,d,d,d,a,d,d,a,b,d,d,e,c,e,b,d,e,b,Contaduría,4,Real
d,d,d,d,d,d,a,e,d,d,d,d,e,e,d,d,d,d,e,d,Contaduría,4,Real
d,d,a,d,d,d,e,d,c,c,a,d,e,d,d,d,e,d,d,d,Contaduría,5,Real
d,c,e,d,e,d,e,d,d,a,e,b,d,d,d,d,a,b,e,b,Contaduría,5,Real
e,e,e,d,d,e,d,b,d,c,d,d,d,d,d,e,d,d,c,d,Contaduría,4,Real
d,d,d,a,d,d,d,d,d,d,e,e,d,c,d,d,a,d,d,e,Contaduría,4,Real
a,d,b,d,a,d,d,d,d,e,d,e,d,d,d,d,d,e,d,d,Contaduría,5,Real
d,d,d,d,d,e,d,d,a,d,d,d,e,e,e,d,d,d,a,d,Contaduría,4,Real
d,d,a,d,d,d,d,d,e,e,d,e,d,d,d,d,e,d,d,d,Contaduría,5,Real
d,d,d,e,d,d,b,d,d,e,d,d,a,d,d,d,c,e,e,e,Contaduría,5,Real
d,e,d,e,d,e,d,d,e,d,d,e,d,d,d,d,d,d,d,e,Contaduría,5,Real
c,d,d,d,d,a,d,e,d,d,e,e,a,c,d,d,c,d,e,d,Contaduría,5,Real
e,e,d,c,d,e,d,e,e,d,d,e,b,d,e,d,c,d,e,d,Contaduría,4,Real
e,d,e,d,e,e,e,d,a,c,e,d,d,e,e,d,a,d,d,d,Contaduría,5,Real
d,d,d,e,d,d,d,e,d,d,e,d,d,d,b,d,c,d,d,e,Contaduría,4,Real
e,e,e,e,d,a,d,d,d,b,d,a,d,e,e,a,d,e,d,d,Contaduría,5,Real
e,d,e,a,d,d,d,e,d,d,c,d,e,d,d,d,e,d,d,d,Contaduría,5,Real
b,d,d,d,d,d,d,a,d,d,d,d,d,d,e,d,d,d,e,d,Contaduría,5,Real
d,d,d,d,d,e,e,d,d,e,e,d,e,c,d,d,d,e,d,e,Contaduría,5,Real
d,e,d,d,d,e,e,e,e,d,d,d,d,d,d,a,d,d,d,d,Contaduría,4,Real
d,d,d,c,b,a,e,b,d,e,d,d,c,d,d,d,e,d,c,d,Contaduría,4,Real
e,d,d,e,d,d,e,d,d,d,d,a,d,a,e,e,d,d,a,c,Contaduría,5,Real
b,d,d,e,a,e,b,d,d,d,d,b,d,e,e,e,d,d,d,d,Contaduría,4,Real
b,e,e,c,d,d,e,e,e,e,d,d,e,e,c,c,b,e,d,b,Contaduría,4,Real
e,c,d,d,d,d,b,e,b,d,b,d,d,d,e,d,d,e,d,d,Contaduría,5,Real
a,e,a,e,e,c,e,d,d,d,e,d,e,c,d,d,e,a,d,d,Contaduría,4,Real
b,d,e,e,d,d,d,b,b,d,d,c,e,d,d,d,d,d,d,d,Contaduría,5,Real
c,e,e,d,d,a,e,d,e,e,c,d,d,a,d,d,d,e,d,d,Contaduría,4,Real
d,e,d,d,e,a,d,b,d,d,e,d,d,d,d,d,e,d,a,c,Contaduría,5,Real
d,e,d,e,e,e,e,b,d,d,d,d,e,d,d,c,e,e,b,a,Contaduría,5,Real
b,d,d,b,e,d,d,b,d,b,e,d,d,e,d,e,e,e,e,e,Contaduría,5,Real
e,d,e,e,d,d,e,d,d,d,d,d,e,e,d,d,c,d,d,e,Contaduría,3,Real
d,e,e,d,e,d,a,d,e,d,e,d,d,e,d,c,c,d,b,d,Contaduría,5,Real
d,d,c,d,b,e,d,d,d,d,d,c,d,e,d,c,d,e,c,a,Contaduría,4,Real
e,d,d,e,d,d,b,e,d,d,d,d,d,e,d,b,d,a,d,d,Contaduría,5,Real
d,d,d,e,d,e,e,d,e,c,e,a,e,e,b,e,e,d,d,d,Contaduría,5,Real
e,d,e,d,e,d,d,d,e,e,d,e,a,d,d,d,e,d,e,d,Contaduría,3,Real
e,e,d,d,d,e,d,e,d,e,c,e,e,e,d,d,d,a,e,e,Contaduría,5,Real
d,d,e,d,a,e,e,d,e,d,d,d,d,e,c,d,e,d,d,d,Contaduría,3,Real
b,e,e,b,e,d,d,d,d,e,a,a,e,d,d,d,d,d,a,e,Contaduría,4,Real
d,d,d,d,a,e,b,d,a,a,d,d,e,d,d,a,a,b,d,e,Contaduría,4,Real
e,e,d,d,e,d,e,d,d,d,d,e,e,d,a,d,d,d,d,d,Contaduría,5,Real
c,d,b,d,d,d,e,e,a,e,d,e,d,e,d,d,b,d,e,e,Contaduría,5,Real
b,d,d,e,d,d,e,e,d,d,e,d,d,e,d,c,d,d,d,d,Contaduría,3,Real
d,d,b,d,d,b,d,d,d,d,d,c,d,d,a,d,e,d,d,d,Contaduría,5,Real
d,e,e,d,d,e,c,d,d,d,d,a,d,d,e,d,d,d,d,a,Contaduría,5,Real
b,d,b,d,d,e,b,d,d,d,d,d,d,d,e,d,c,e,d,e,Contaduría,5,Real
e,d,d,d,e,d,d,d,d,d,d,d,d,e,e,d,e,e,d,d,Contaduría,5,Real
d,e,d,d,b,d,e,b,d,e,d,d,e,a,d,e,e,d,d,d,Contaduría,4,Real
d,d,a,e,d,e,d,d,e,d,a,d,d,b,b,d,d,d,e,d,Contaduría,5,Real
d,d,d,e,e,d,d,e,e,c,d,d,d,e,b,d,b,d,b,c,Contaduría,5,Real
d,d,e,d,d,d,d,e,e,d,d,d,d,c,d,e,d,d,b,d,Contaduría,4,Real
c,d,b,d,e,e,e,c,e,d,e,d,d,d,e,d,e,d,e,d,Contaduría,3,Real
a,d,d,d,b,d,e,b,d,e,a,d,d,d,d,d,d,d,d,e,Contaduría,4,Real
d,e,d,d,e,d,d,d,e,d,d,d,d,d,d,e,d,d,d,e,Contaduría,4,Real
d,d,d,d,d,d,c,e,a,d,d,d,d,e,d,b,d,d,d,e,Contaduría,4,Real
e,d,e,c,e,e,d,d,e,e,d,d,d,e,e,d,e,e,d,d,Contaduría,5,Real
d,d,d,a,d,d,d,d,d,e,d,d,d,c,d,e,d,d,e,d,Contaduría,5,Real
b,e,d,d,d,d,d,c,e,d,d,d,e,e,d,e,c,c,d,d,Contaduría,4,Real
d,c,b,d,d,e,d,d,e,d,e,e,e,d,b,a,d,d,d,d,Contaduría,4,Real
b,d,d,d,e,e,d,c,d,e,d,d,d,d,d,d,e,d,d,d,Contaduría,4,Real
d,d,d,e,e,e,d,b,d,d,d,d,d,e,d,e,c,d,d,d,Contaduría,4,Real
d,e,d,d,a,e,e,c,e,e,e,d,e,c,d,d,d,d,e,d,Contaduría,5,Real
d,d,d,e,b,d,d,d,d,d,e,c,e,e,d,d,a,d,d,b,Contaduría,5,Real
d,d,d,d,b,d,a,d,e,e,e,d,d,c,d,e,d,d,d,a,Contaduría,5,Real
d,e,d,e,a,c,e,d,d,d,e,d,d,d,e,d,e,e,d,d,Contaduría,4,Real
e,d,b,d,d,d,d,b,c,e,d,d,d,b,d,d,d,d,e,e,Contaduría,4,Real
d,e,d,d,e,e,e,e,e,e,e,d,d,e,d,e,d,d,e,e,Contaduría,5,Real
d,d,d,d,d,e,e,d,d,d,e,d,d,d,b,e,e,d,c,e,Contaduría,5,Real
d,a,d,e,d,e,e,e,d,c,d,c,d,d,e,e,e,d,d,d,Contaduría,4,Real
d,d,d,e,d,d,e,d,d,d,e,d,e,a,e,a,d,e,e,d,Contaduría,3,Real
d,d,d,d,e,e,d,d,e,d,e,d,d,d,e,a,e,d,d,d,Contaduría,4,Real
e,d,d,e,d,e,e,d,d,d,e,d,e,d,d,d,d,d,d,d,Contaduría,5,Real
e,c,d,d,c,d,b,d,e,d,e,a,d,b,d,c,d,e,a,d,Contaduría,4,Real
d,d,d,a,e,d,d,d,d,d,e,e,d,d,d,a,a,e,d,d,Contaduría,5,Real
c,a,e,d,e,d,e,d,e,d,d,e,e,d,d,e,d,d,d,d,Contaduría,5,Real
e,d,d,d,d,d,d,d,d,c,d,e,d,c,d,d,d,d,c,d,Contaduría,4,Real
e,d,d,b,b,e,d,d,a,d,e,d,a,d,d,e,d,d,d,c,Contaduría,5,Real
d,d,d,d,d,d,d,d,e,e,d,d,d,d,d,d,d,d,e,d,Contaduría,4,Real
a,d,e,d,e,d,d,a,e,e,d,d,d,b,d,e,a,d,d,d,Contaduría,4,Real
c,b,e,b,d,d,d,d,a,d,e,e,e,d,d,e,e,c,d,d,Contaduría,5,Real
d,d,d,e,a,d,c,d,e,e,e,d,d,d,c,e,b,d,c,c,Contaduría,4,Real
e,d,e,e,b,d,d,e,b,e,d,a,b,e,d,d,c,d,d,d,Contaduría,5,Real
d,e,d,d,d,e,d,e,e,b,d,d,d,e,d,b,e,d,d,c,Contaduría,5,Real
d,d,c,b,e,d,e,e,d,e,d,e,d,d,d,d,d,d,d,b,Contaduría,4,Real
d,e,d,d,d,d,e,d,d,d,d,d,a,d,a,d,e,b,d,e,Contaduría,5,Real
d,a,d,a,a,a,e,d,d,b,d,d,e,a,b,d,d,d,e,e,Contaduría,3,Real
e,b,d,d,a,b,d,d,d,c,d,d,d,d,d,d,e,e,d,d,Contaduría,5,Real
d,d,d,e,d,c,d,e,d,d,e,d,d,d,d,d,d,d,c,d,Contaduría,4,Real
d,e,e,d,d,d,e,a,d,e,d,d,e,d,e,e,d,d,e,a,Contaduría,4,Real
